,ID,Duration,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Preview
70,1w0k9Eu4dovVNWKVlnRzcH,408613,False,51,0.229,0.0637,5,-24.687,1,0.035,0.986,0.949,0.0921,0.0887,96.28,4,https://p.scdn.co/mp3-preview/da719787c064bd12869d9813064e67b9261661f7?cid=28588cda247f4f599396da1ad5712d00
71,5FRGTGPZ7uA6JaLAH55PVV,305840,False,51,0.0808,0.00285,4,-41.786,0,0.0402,0.984,0.666,0.0736,0.0375,64.48,3,https://p.scdn.co/mp3-preview/b12476ff65fb5c8ca4ea0d6de3c364c04500392f?cid=28588cda247f4f599396da1ad5712d00
72,5Zf5prtvv7KRQ1J6kNn4C6,330293,False,55,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,4,
73,3DRu1GI6qvtVUDnygcTTj6,453266,False,48,0.388,0.00843,9,-31.898,0,0.054,0.994,0.919,0.0861,0.179,114.314,4,https://p.scdn.co/mp3-preview/393a3c7d9c5ac89fb28d0be2b094fe138ef9855c?cid=28588cda247f4f599396da1ad5712d00
74,1Vk4yRsz0iBzDiZEoFMQyv,98040,False,63,0.476,0.192,9,-15.753,1,0.064,0.976,0.928,0.119,0.114,116.542,3,
75,5YBH5bL6pxG4pJsAVw9zbL,566333,False,40,0.148,0.0744,10,-23.261,0,0.0451,0.944,0.146,0.0682,0.0478,88.072,4,https://p.scdn.co/mp3-preview/6b5bc5d2a90d1a8947ec6063f6b51d9c6f4da750?cid=28588cda247f4f599396da1ad5712d00
76,6b4aMRJyI1vqwvrNZkDU4e,181440,False,2,0.156,0.0475,4,-29.722,0,0.0364,0.753,0.939,0.112,0.0904,135.439,3,
77,0c11dbNvZuY1pXL6VybKBh,232333,False,51,0.15,0.0234,3,-24.527,1,0.0432,0.995,0.936,0.103,0.066,62.36,4,https://p.scdn.co/mp3-preview/44f180c2342e7b64e899e5bd232e4b60a009b71b?cid=28588cda247f4f599396da1ad5712d00
78,1Oo7XEqkrwifJn17aA0ocF,378733,False,59,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,4,https://p.scdn.co/mp3-preview/1ad3540408fb3a93d3c10cb35c3ee3d3914fdd50?cid=28588cda247f4f599396da1ad5712d00
79,1ybtJbR4ARqmjl6dD2VtYU,235666,False,50,0.151,0.103,9,-22.221,1,0.0412,0.918,0.852,0.0756,0.036,97.5,1,
80,33B1XmfncHqnfkrYZIcHbD,246626,False,60,0.304,0.0116,7,-33.19,0,0.0337,0.983,0.963,0.104,0.0364,77.84,4,
81,6QzTQbDkDz6eG4GTFIo4KD,584295,False,1,0.351,0.0472,5,-21.655,1,0.0436,0.977,0.219,0.0611,0.203,148.564,4,
82,76d6R3Arx2LCszSyXALNeW,171213,False,48,0.195,0.111,0,-19.249,1,0.0406,0.764,0.00318,0.0728,0.0474,109.47,4,https://p.scdn.co/mp3-preview/820d1a65ecb95c14638b173e9842d907aa1b8497?cid=28588cda247f4f599396da1ad5712d00
83,2vBuaUzWANdghLfM1nF0Yw,517360,False,59,0.194,0.079,4,-21.389,1,0.0425,0.969,0.498,0.126,0.082,100.309,4,https://p.scdn.co/mp3-preview/d9590919c8188f7ec9113a3ba056d3337daacc4b?cid=28588cda247f4f599396da1ad5712d00
84,2JRehMMtFkGj0Agux7LNWs,413480,False,40,0.146,0.00849,0,-36.382,0,0.0384,0.97,0.932,0.101,0.0389,77.324,4,https://p.scdn.co/mp3-preview/7b7a426d99c387522aa410828346c57a2a553351?cid=28588cda247f4f599396da1ad5712d00
85,1s9GYilV9guTnwidLuBV7I,70400,False,43,0.194,0.106,0,-27.097,1,0.0389,0.935,0.752,0.0833,0.0387,99.537,1,
86,1vRDKkxMscAH1o8emcDbcw,366333,False,40,0.439,0.00257,1,-32.686,1,0.0583,0.995,0.936,0.0715,0.0375,131.858,3,https://p.scdn.co/mp3-preview/9d6fc3d5fe56e74593104523f2cab3ef039c3839?cid=28588cda247f4f599396da1ad5712d00
87,2MZSXhq4XDJWu6coGoXX1V,125520,False,66,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,4,https://p.scdn.co/mp3-preview/8b0ffffe73ff5ba8bc187516b468777969d7a843?cid=28588cda247f4f599396da1ad5712d00
88,0ObV8vQoB8SJLf6vGv4xhB,421560,False,53,0.138,0.0109,6,-31.754,0,0.0487,0.805,0.845,0.0999,0.0376,101.226,4,https://p.scdn.co/mp3-preview/726a53ad314dc609aa242a43434854e5ce22a04e?cid=28588cda247f4f599396da1ad5712d00
89,123zFAGx0F5ScgrLrCWGDX,156573,False,52,0.204,0.0305,2,-31.159,1,0.0462,0.965,0.268,0.111,0.0394,114.214,5,https://p.scdn.co/mp3-preview/5d8557ed8f1054f4489a5bceb83147c33470794f?cid=28588cda247f4f599396da1ad5712d00
90,0LCaQybvZqPsW1Y1y7clD4,442133,False,38,0.163,0.0427,3,-29.813,1,0.0401,0.979,0.884,0.126,0.0451,97.137,3,https://p.scdn.co/mp3-preview/ee89a0addf5249e692680d67c1df12432414deb5?cid=28588cda247f4f599396da1ad5712d00
91,39lfUslSPk44SDc8cbfltW,643906,False,38,0.178,0.143,5,-20.394,0,0.0407,0.938,0.379,0.114,0.0498,90.75,4,https://p.scdn.co/mp3-preview/4945db31691b09dda778be799d82e89bbb14fc3f?cid=28588cda247f4f599396da1ad5712d00
92,6iL0pob2CNH1KNXPsSl9Fo,204629,False,52,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,3,https://p.scdn.co/mp3-preview/c4f5ddbf0322a1bcf0dce34f4a139bd796d46b40?cid=28588cda247f4f599396da1ad5712d00
93,09I7DjJtkvTPORULHE7yCY,144892,False,42,0.163,0.021,5,-26.363,1,0.0478,0.955,0.884,0.0868,0.0367,129.627,4,https://p.scdn.co/mp3-preview/fab3c0194bd6bb00e08928e176d285551c23e7ad?cid=28588cda247f4f599396da1ad5712d00
94,43bSKCMWHIuBsUVmQcDX1J,257000,False,57,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,3,
95,5uaqfXP4wBosOea7QLokJP,216680,False,47,0.167,0.00261,9,-38.553,0,0.0426,0.994,0.887,0.076,0.104,63.029,4,
96,5QKjojuLLPncfpvUvqrWKF,187200,False,41,0.354,0.00237,9,-40.561,0,0.0634,0.995,0.933,0.0667,0.0738,66.948,4,https://p.scdn.co/mp3-preview/8af07fa3b771d2dbc2fc468066664ff9258528dd?cid=28588cda247f4f599396da1ad5712d00
97,1CSaCKPIp2yCIDL3t7Fyau,537426,False,59,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,3,https://p.scdn.co/mp3-preview/2bd78276d32e1fcf195f1d6e3f00287fc3a0ad74?cid=28588cda247f4f599396da1ad5712d00
98,0M78i2tXl07RGPjcm0InHA,645706,False,41,0.135,0.016,5,-27.863,1,0.041,0.861,0.834,0.104,0.0344,81.743,3,
99,1CDEWKmyRTPWWa7uIKVSU4,208066,False,38,0.129,0.00212,7,-43.738,0,0.0417,0.866,0.662,0.082,0.039,99.253,3,https://p.scdn.co/mp3-preview/28bd07f2d39f3c2cfed8e44558d1a66f79df02d7?cid=28588cda247f4f599396da1ad5712d00
