,ID,Duration,Explicit,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Preview
78,3glqlA5qY3bbo8UaUDGPnw,338186,True,64,0.722,0.639,2,-6.959,1,0.373,0.000917,2.79e-05,0.352,0.324,90.972,4,https://p.scdn.co/mp3-preview/e15cbaf09a5e8304e7e3f72d12fbeb14bf95f73c?cid=28588cda247f4f599396da1ad5712d00
79,3gY6tiCNsuVi6s8kPV6aQg,237026,True,64,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,4,https://p.scdn.co/mp3-preview/e22e0f35a2ee8b75d3c4dd5147ad39d7dd203251?cid=28588cda247f4f599396da1ad5712d00
80,4INDiWSKvqSKDEu7mh8HFz,257399,True,73,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,4,https://p.scdn.co/mp3-preview/0260fcbb89863c7da1358ce217fe20dc5b8416e7?cid=28588cda247f4f599396da1ad5712d00
81,5K5dQsYdSdo2LKdepxbYAd,341426,True,62,0.902,0.411,1,-5.311,1,0.217,0.176,0.0,0.119,0.667,84.07,4,https://p.scdn.co/mp3-preview/bbe6ea3dc8aced2ce4288404079158fda176a1a4?cid=28588cda247f4f599396da1ad5712d00
82,7x9hPUtk2PNUcSwPbMWQP5,264960,True,2,0.676,0.882,4,-4.486,1,0.22,0.0123,0.0,0.206,0.817,88.413,4,
83,4KkwBjTLeXmBSIwLFqwlKU,303493,False,6,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,4,
84,0IVAlb0cFCH1cQ974iR1TU,223546,True,68,0.782,0.589,1,-4.827,1,0.189,0.148,0.0,0.164,0.869,90.438,4,
85,6tDxrq4FxEL2q15y37tXT9,280000,True,72,0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,4,
86,4akCwzFRS8Syu5uFy7L1sG,309800,True,61,0.654,0.637,10,-6.915,0,0.293,0.158,1.28e-05,0.338,0.364,81.947,4,
87,0eEXcw3JLVXcRxYrVYMy68,226133,False,66,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,4,https://p.scdn.co/mp3-preview/01950f7c36f294494f677b7d9ea571a57ac06dba?cid=28588cda247f4f599396da1ad5712d00
88,3ooAjhyOZ1xttGD0iq1GVO,290440,True,49,0.827,0.532,2,-4.775,1,0.302,0.0219,2.91e-05,0.127,0.694,87.257,4,
89,0yf6ORR6kV4iEn6T78XKbZ,260200,True,53,0.861,0.56,1,-9.974,1,0.299,0.148,2.7e-05,0.439,0.634,88.299,4,https://p.scdn.co/mp3-preview/d34387b080f9506cf18b0f40653f2dd0214ece21?cid=28588cda247f4f599396da1ad5712d00
